  4146.6    -6260.9
                                      
  1836.8    -4862.2
                                      
 -1499.8    -2842.9
                                      
 -4323.1    -1133.9
                                      
 -7659.6      884.0
                                      
-10739.4     2748.1
                                      
  3944.0    -5435.5
                                      
  2147.3    -4349.9
                                      
  -419.2    -2795.9
                                      
 -2729.0    -1397.1
                                      
 -5038.9        0.7
                                      
 -7605.5     1553.8
                                      
 -9402.1     2639.9
                                      
  4254.6    -4923.2
                                      
  2458.0    -3835.7
                                      
   918.2    -2903.2
                                      
 -1135.1    -1660.5
                                      
 -2931.7     -574.6
                                      
 -4728.3      512.7
                                      
 -7808.2     2377.7
                                      
  4821.9    -4565.3
                                      
  3538.6    -3788.8
                                      
   -54.5    -1613.3
                                      
 -4674.4     1182.7
                                      
 -6470.9     2269.4
                                      
 -8780.8     3667.4
                                      
 -9807.4     4289.1
                                      
  4876.0    -3896.4
                                      
  1539.4    -1876.7
                                      
 -1283.8     -169.4
                                      
 -2823.6      763.9
                                      
 -5646.9     2471.2
                                      
 -7956.8     3869.3
                                      
 -9496.8     4802.9
                                      
  5699.9    -3693.0
                                      
  4416.6    -2916.5
                                      
  2106.7    -1518.8
                                      
  -973.1      344.8
                                      
 -3283.1     1742.5
                                      
 -5849.6     3295.3
                                      
 -8159.4     4693.1
                                      
  4470.7    -2249.6
                                      
  2417.5    -1006.4
                                      
  -405.8      702.8
                                      
 -2715.7     2100.5
                                      
 -3742.3     2722.9
                                      
 -5025.5     3499.2
                                      
 -7078.9     4741.2
                                      
  5808.0    -2356.9
                                      
  4268.1    -1424.3
                                      
   674.8      750.3
                                      
 -3688.3     3391.1
                                      
 -5741.5     4633.3
                                      
 -7538.1     5720.9
                                      
 -8564.8     6342.4
                                      
  6375.3    -1998.8
                                      
  4322.0     -755.4
                                      
   985.4     1262.7
                                      
 -1581.0     2816.6
                                      
 -3121.0     3749.2
                                      
 -5174.3     4991.4
                                      
 -6970.8     6079.0
                                      
  6685.9    -1486.1
                                      
  4376.0      -86.5
                                      
    12.9     2554.1
                                      
 -3067.0     4417.5
                                      
 -5633.5     5971.4
                                      
 -7943.4     7368.4
                                      
  6739.9     -817.0
                                      
  4686.7      426.1
                                      
  2633.5     1668.6
                                      
   836.9     2756.1
                                      
 -1216.3     3999.3
                                      
 -2499.7     4775.7
                                      
