 -5930.3    -4097.0
                                      
 -4540.3    -1781.9
                                      
 -2533.6     1562.2
                                      
  -835.2     4391.9
                                      
  1170.1     7735.9
                                      
  3022.6    10822.8
                                      
 -5105.7    -3891.3
                                      
 -4026.9    -2090.6
                                      
 -2482.5      481.8
                                      
 -1092.4     2796.8
                                      
   296.7     5112.0
                                      
  1840.1     7684.4
                                      
  2919.5     9485.1
                                      
 -4592.2    -4200.0
                                      
 -3511.5    -2399.3
                                      
 -2584.8     -856.0
                                      
 -1349.8     1201.9
                                      
  -270.7     3002.7
                                      
   809.9     4803.3
                                      
  2663.2     7890.2
                                      
 -4232.2    -4765.9
                                      
 -3460.5    -3479.8
                                      
 -1298.5      121.5
                                      
  1480.1     4751.9
                                      
  2560.0     6552.5
                                      
  3949.3     8867.6
                                      
  4567.1     9896.6
                                      
 -3563.1    -4817.5
                                      
 -1556.0    -1473.4
                                      
   140.8     1356.2
                                      
  1068.2     2899.6
                                      
  2764.9     5729.2
                                      
  4154.3     8044.4
                                      
  5082.1     9587.9
                                      
 -3356.5    -5640.6
                                      
 -2584.9    -4354.5
                                      
 -1195.9    -2039.3
                                      
   656.1     1047.5
                                      
  2045.1     3362.7
                                      
  3588.2     5935.1
                                      
  4977.3     8250.1
                                      
 -1917.8    -4406.0
                                      
  -682.4    -2348.1
                                      
  1016.2      481.5
                                      
  2405.2     2796.6
                                      
  3023.7     3825.6
                                      
  3795.2     5111.8
                                      
  5029.5     7169.8
                                      
 -2020.1    -5743.7
                                      
 -1093.3    -4200.3
                                      
  1067.8     -598.9
                                      
  3692.1     3774.2
                                      
  4926.6     5832.0
                                      
  6007.5     7632.7
                                      
  6625.1     8661.7
                                      
 -1659.8    -6309.7
                                      
  -424.2    -4251.7
                                      
  1581.4     -907.6
                                      
  3125.6     1664.7
                                      
  4052.4     3208.2
                                      
  5286.9     5266.1
                                      
  6367.7     7066.7
                                      
 -1146.0    -6618.4
                                      
   244.9    -4303.2
                                      
  2869.1       69.8
                                      
  4720.9     3156.7
                                      
  6265.1     5729.0
                                      
  7653.4     8044.2
                                      
  -476.7    -6669.8
                                      
   758.7    -4612.0
                                      
  1993.4    -2554.1
                                      
  3074.2     -753.4
                                      
  4309.6     1304.5
                                      
  5081.2     2590.7
                                      
  6623.5     5163.0
                                      
  8168.6     7735.4
                                      
    37.2    -6978.6
                                      
  1889.9    -3891.8
                                      
  3126.2    -1833.8
                                      
  4051.4     -290.5
                                      
  4978.3     1253.0
                                      
  6520.9     3825.4
                                      
  8374.1     6912.2
                                      
  1015.4    -6515.6
                                      
  2714.3    -3686.0
                                      
  3639.9    -2142.6
                                      
  5028.5      172.6
                                      
  6110.2     1973.3
                                      
  7654.2     4545.7
                                      
  1220.5    -7338.8
                                      
  3228.1    -3994.7
                                      
  5080.7     -907.9
                                      
  6160.6      892.8
                                      
  8477.5     4751.4
                                      
  1736.4    -7647.6
                                      
  2816.1    -5846.8
                                      
  3588.6    -4560.7
                                      
  4822.6    -2502.8
                                      
  6057.8     -444.9
                                      
  7292.4     1613.1
                                      
  9300.7     4957.1
                                      
  2712.7    -7184.5
                                      
  3485.4    -5898.3
                                      
  4719.6    -3840.5
                                      
  6263.3    -1268.1
                                      
  7189.9      275.3
                                      
  8271.0     2076.0
                                      
  9659.4     4391.1
                                      
  3073.4    -7750.6
                                      
  4925.0    -4663.7
                                      
  5852.3    -3120.3
                                      
  6624.0    -1834.0
                                      
  8166.7      738.4
                                      
  9094.5     2281.8
                                      
 10637.5     4854.1
                                      
  3896.2    -7544.8
                                      
  5902.6    -4200.6
                                      
  7448.0    -1628.3
                                      
  8527.4      172.3
                                      
  9608.2     1973.1
                                      
 10688.5     3773.7
                                      
 11770.2     5574.4
                                      
  4101.6    -8368.0
                                      
  5955.0    -5281.1
                                      
  6726.9    -3994.9
                                      
  7806.8    -2194.2
                                      
  9351.2      378.1
                                      
 10739.6     2693.2
                                      
 12129.0     5008.4
                                      
  4000.3    -9705.6
                                      
  4771.1    -8419.6
                                      
  6315.8    -5847.2
                                      
  7859.4    -3274.7
                                      
  8939.0    -1474.1
                                      
 10327.8      841.1
                                      
 11408.1     2641.8
                                      
 12180.3     3927.9
                                      
  4359.3   -10271.6
                                      
  5132.0    -8985.5
                                      
  7293.5    -5384.1
                                      
  8989.8    -2554.4
                                      
 10688.7      275.1
                                      
 12078.7     2590.3
                                      
 13313.0     4648.2
                                      
  5954.9    -8779.7
                                      
  7499.2    -6207.3
                                      
  9042.6    -3634.9
                                      
 11357.5      223.6
                                      
 13672.0     4082.2
                                      
  6313.9    -9345.7
                                      
  8166.6    -6258.8
                                      
 11100.7    -1371.3
                                      
 12643.8     1201.1
                                      
 13878.2     3259.1
                                      
  6211.1   -10683.3
                                      
  6830.2    -9654.4
                                      
  7447.3    -8625.5
                                      
  8527.7    -6824.7
                                      
  9454.4    -5281.3
                                      
 10225.8    -3995.2
                                      
 10841.9    -2966.3
                                      
 11459.8    -1937.3
                                      
 13004.8      635.1
                                      
 14701.5     3464.7
                                      
  6725.5   -10992.1
                                      
  7806.4    -9191.4
                                      
  8733.6    -7647.9
                                      
 10121.8    -5332.9
                                      
 12283.7    -1731.4
                                      
 13363.9       69.2
                                      
 14598.4     2127.1
                                      
 15370.1     3413.3
                                      
  8320.8    -9500.2
                                      
 10019.6    -6670.6
                                      
 10946.1    -5127.1
                                      
 11562.2    -4098.1
                                      
 12180.1    -3069.2
                                      
 12952.7    -1782.9
                                      
 13878.0     -239.6
                                      
 14650.0     1046.6
                                      
  8373.5   -10580.6
                                      
  8990.5    -9551.6
                                      
 10070.6    -7751.0
                                      
 12078.4    -4406.9
                                      
 14239.1     -805.5
                                      
 15782.9     1766.9
                                      
  7960.5   -12432.8
                                      
  9658.2    -9603.2
                                      
 11356.5    -6773.5
                                      
 12592.6    -4715.6
                                      
 13518.3    -3172.1
                                      
 14290.7    -1886.0
                                      
 16297.0     1458.1
                                      
  8630.4   -12484.3
                                      
  9555.9   -10940.8
                                      
 10944.4    -8625.7
                                      
 11870.9    -7082.3
                                      
 12952.0    -5281.6
                                      
 14032.5    -3480.9
                                      
 14959.7    -1937.5
                                      
 15577.0     -908.5
                                      
 16811.0     1149.3
                                      
 17427.8     2178.3
                                      
  9453.6   -12278.5
                                      
 10842.4    -9963.4
                                      
 13158.4    -6104.8
                                      
 15164.3    -2760.6
                                      
